215,SP2,"one year though it rained and everything was green and it was like the previous it's been
"
216,SP1,"Sunday
"
217,SP2,"But I would definitely say like seeing little trees changing here is amazing but I wish they all were sync up
"
218,SP1,"mhm
"
219,SP1,"yes I agree
"
220,SP2,"Let's like a knowing that one will be read Lisa's leaving the other ones like gas all start
"
221,SP1,"I agree
"
222,SP1,"no i e yes
"
223,SP2,"You know
"
224,SP1,"yeah yeah
"
225,SP2,"Definitely Costa Rica
"
226,SP1,"Yeah
"
227,SP1,"Yeah
"
228,SP2,"it's like the most beautiful place I've been
"
229,SP1,"Yeah
"
230,SP2,"I went my
"
231,SP2,"s
"
232,SP2,"Many year of high school on a school trip
"
233,SP1,"So cool all
"
234,SP2,"we did this thing called immersion where it was two weeks out of the year where you didn't have classes
"
235,SP1,"Cool
"
236,SP1,"Uhm you told me this
"
237,SP2,"Yeah
"
238,SP1,"yeah yeah yeah yeah
"
239,SP2,"and you like do you think
"
240,SP2,"so we went to Costa Rica like for biodiversity
"
241,SP1,"ugh
"
242,SP2,"And it was the perfect trip we stayed only one or two nights but in like eight places
"
243,SP1,"Wow
"
244,SP2,"And wakes up all the different environments
"
245,SP1,"Yeah
"
246,SP2,"we went to lake Are in all which is where the volcano is we went to court to the arrow which is like surrounded by rivers
"
247,SP1,"Wow
"
248,SP1,"yeah
"
249,SP2,"News like alligators in the Uhm animals and then
"
250,SP1,"Yeah
"
251,SP1,"Yeah
"
252,SP2,"The previous was this place called Monteverdi
"
253,SP1,"Yes
"
254,SP2,"Yeah
"
255,SP1,"I heard about her
"
256,SP2,"Yeah she's great
"
257,SP1,"Wow hello
"
258,SP2,"It's like a mountain but it's like try
"
259,SP1,"Can
"
260,SP2,"And so you get to the top and it's like a cloud forest
"
261,SP1,"Yeah
"
262,SP1,"oh
"
263,SP1,"that's so cool
"
264,SP2,"And it's like the prettiest like the trees are so big
"
265,SP1,"mhm
"
266,SP1,"right it
"
267,SP2,"Yeah it's just like so pretty
"
268,SP1,"yeah I want to go I just like because I was thinking about my study abroad and like
"
269,SP2,"Whoa
"
270,SP1,"I was thinking about you know a tree
"
271,SP2,"Yeah
"
272,SP1,"so she's doing it as a test program in Australia
"
273,SP2,"what's SRS
"
274,SP1,"it's like the school for field studies I think
"
275,SP2,"mhm
"
276,SP1,"So I was thinking about doing that but a Costa Rica and like it looks like literally like the perfect program for me but now I'm like is that like I'm just trying to think about like am I gonna waste a semester of classes that's not from a major like what is my major
"
277,SP2,"Yep also like a lot of people study abroad and don't take for the major
"
278,SP1,"Yeah I d'elia I'd still be so sick
"
279,SP2,"I mean like if if it's something you want to do
"
280,SP1,"Yeah
"
281,SP2,"Like why wouldn't you do it
"
282,SP1,"Yeah
"
283,SP1,"you're right
"
284,SP1,"Saps but it's also not an immersion and I kind of want to do an emergent to spenders however I won't have enough credits
"
285,SP2,"w
"
286,SP2,"wait what's an immersion to Spanish
"
287,SP1,"Like like
"
288,SP2,"Uhm like
"
289,SP1,"Like a full American language immersion like
"
290,SP2,"Also like you would be a Spanish speaking country
"
291,SP1,"Yeah
"
292,SP2,"Where like maybe your classes wouldn't be but like
"
293,SP1,"but like
"
294,SP1,"Yeah
"
295,SP2,"Daily life
"
296,SP1,"Date the um exactly everyone would be speaking
"
297,SP2,"Yeah also the food there was so good
"
298,SP1,"yeah
"
299,SP1,"Yeah
"
300,SP2,"It's not it's definitely not like food you're used to
"
301,SP1,"Yeah
"
302,SP2,"it's all like rice and beans and sometimes meet
"
303,SP1,"Right
"
304,SP2,"but it's you who would love that
"
305,SP2,"Uhm
"
306,SP1,"hi
"
307,SP2,"there's not much meat at all
"
308,SP1,"Only a
"
309,SP2,"it's like but when they do have it it's like amazing
"
310,SP1,"Yeah
"
311,SP2,"And plantations it's a huge thing
"
312,SP1,"yes
"
313,SP2,"they're either like caramelized or fried
"
314,SP1,"yum
"
315,SP2,"And but and that's like the general
"
316,SP1,"It's
"
317,SP2,"But also fruit they have like amazing juice and fruit
"
318,SP1,"um
"
319,SP2,"because Rainforest
"
320,SP1,"Who go
"
321,SP2,"Who grow
"
322,SP1,"that sounds so good oh my god
"
323,SP2,"I miss it I miss
"
324,SP1,"When she's completely
"
325,SP2,"matt
"
326,SP2,"Yeah
"
327,SP1,"with the foot the thing is though That was weird of my cousin well my cousins live in Long Beach and the one of them is like really into surfing
"
328,SP2,"mhm
"
329,SP1,"ends like has a house Costa Rica and he's like you can like bring friends like stay here like the surfing is great and then we were like invite like my mom ever like invited but then they were like my cousin was like actually no I just want to make friends but anyways we still have that holds as an option so possibly I could go to Costa Rica
"
330,SP1,"But not
"
331,SP2,"I highly recommend
"
332,SP1,"Yeah
"
333,SP1,"sorry that was so
"
334,SP2,"No hi
"
335,SP1,"Really great story
"
336,SP2,"I love it
"
337,SP1,"yeah
"
338,SP1,"um
"
339,SP2,"soon
"
340,SP2,"Uhm also on that trip some dramatic things Happened
"
341,SP1,"Known
"
342,SP1,"For my gosh what happened
"
343,SP2,"So
"
344,SP1,"Yeah
"
345,SP2,"We are at a hotel it was the Janke esta hotel we were at
"
346,SP1,"Yeah
"
347,SP2,"it was like
"
348,SP1,"yeah
"
349,SP2,"like we walked in the room in like spiders scuttled away like we really
"
350,SP1,"salt we
"
351,SP2,"It was like
"
352,SP2,"it was like that
"
353,SP1,"oh
"
354,SP2,"um there's so many stories fr om this place there were bullet ants like
"
355,SP1,"Are there a lot of Bucks
"
356,SP2,"the bugs are a lot
"
357,SP1,"Yeah
"
358,SP2,"Not as much as Australia
"
359,SP1,"Yeah
"
360,SP2,"Austria is like
"
361,SP2,"The things aid repost
"
362,SP1,"You know I know
"
363,SP1,"mm mm
"
364,SP2,"But the ants are like you can see I keep thinking you can see Our lady a big end like they look like full bugs not like a You know
"
365,SP1,"Yeah
"
366,SP1,"yeah
"
367,SP2,"but there's many of them because that's what and stew
"
368,SP1,"Yeah
"
369,SP1,"yeah
"
370,SP1,"yeah
"
371,SP2,"So it's kind of shocking
"
372,SP1,"Yeah
"
373,SP2,"So those were in a room but we got him out
"
374,SP1,"weird
"
375,SP1,"Yeah
"
376,SP2,"There's like spiders
"
377,SP1,"Yeah
"
378,SP2,"And this hotel particularly had like an infestation of the giant orb weavers
"
379,SP1,"uh huh
"
380,SP2,"you know the ones that are like they have the white heads and like the black in the Yellow
"
381,SP1,"Yes yeah
"
382,SP1,"oo      stop
"
383,SP1,"Uhm yeah
"
384,SP2,"I hate spiders so that was definitely a lot for me
"
385,SP1,"same
"
386,SP1,"Yeah
"
387,SP2,"And it was right by the beach and at night all the crabs come out
"
388,SP1,"saw
"
389,SP2,"which I think will be like cool
"
390,SP2,"So we see little hermit crabs until my doors open and standing with like th e other guy who share in the room with me
"
391,SP1,"Yeah
"
392,SP2,"End of the largest crab I have ever seen it was like this big
"
393,SP1,"oh
"
394,SP2,"Like when you order crab at a restaurant
"
395,SP1,"Yeah yeah
"
396,SP2,"the size of the crab was &l aughs the size of this crab
"
397,SP1,"yeah
"
398,SP1,"wow
"
399,SP2,"On land
"
400,SP1,"that's so creepy
"
401,SP2,"with painters
"
402,SP2,"That was making a beeline for our open door and We started just yelling
"
403,SP1,"So far
"
404,SP2,"because if it's so big and comfy
"
405,SP1,"oh my gosh
"
406,SP2,"So fast that we had it Kay we had to
"
407,SP1,"stop Noah
"
408,SP2,"it closed the door
"
409,SP1,"stop
"
410,SP2,"It was coming in our room
"
411,SP1,"had to kick it
"
412,SP1,"stop
"
413,SP2,"also in that very hotel the hotel manager had a dog
"
414,SP2,"And you think
"
415,SP1,"Love that
"
416,SP2,"I own a hotel
"
417,SP2,"I am the manager my dog is caught and
"
418,SP1,"yeah
"
419,SP2,"Rate
"
420,SP1,"Not
"
421,SP2,"So
"
422,SP2,"I imagine people beheading the dog
"
423,SP1,"Yeah
"
424,SP2,"I love dogs head I go over
"
425,SP1,"Yeah
"
426,SP1,"did it snarl
"
427,SP2,"I pet the dog and it bites me
"
428,SP1,"noah
"
429,SP2,"and it um like ripped my pinky and I was bleeding this whole much it Hurt so bad and I still have this car and you can't really see it but you told You can you can you can see
"
430,SP1,"Wait can you think
"
431,SP1,"can you can you see
"
432,SP2,"The white
"
433,SP2,"Whatever there's a scar but then it was like I had to go to the clinic and was on these terrible antibiotics that like rack to me
"
434,SP1,"yeah
"
435,SP1,"Yeah
"
436,SP2,"And
"
437,SP1,"d w what
"
438,SP2,"I was in a foreign country I was like try to speak Spanish
"
439,SP2,"It was a mess
"
440,SP1,"Monaco dad um
"
441,SP2,"Pero motto
"
442,SP2,"deado
"
443,SP2,"um and then the clinic was like okay do you have does the owner have the re cords for the dogs meaning like where his vaccinations so like
"
444,SP1,"Yeah
"
445,SP1,"oh no
"
446,SP2,"You don't have
"
447,SP1,"Babies
"
448,SP2,"rabies
"
449,SP2,"so and we talked and he's like um I don't have records but like he has had his vaccinations for like
"
450,SP1,"yeah
"
451,SP1,"Yeah
"
452,SP1,"Yeah
"
453,SP2,"That could be B S
"
454,SP1,"yeah
"
455,SP2,"you know
"
456,SP2,"so we go back to the clinic really he doesn't have records
"
457,SP1,"Yeah
"
458,SP2,"they're like well If a dog has rabies it'll die like a few weeks after
"
459,SP2,"And rabies can show up anytime up to nine weeks
"
460,SP1,"Yeah
"
461,SP2,"And If you don't get vaccinated for rabies and you cut it you almost certainly die
"
462,SP1,"oh my
"
463,SP2,"So I'm like I'll just get the shot how much is it she's like it was something crazy like twelve thousand dollars
"
464,SP1,"noah
"
465,SP2,"And I didn't get it
"
466,SP1,"noah
"
467,SP2,"But a free every week I would call and be like someone as ked us to better um you know
"
468,SP1,"um um
"
469,SP2,"And I don't have rabies
"
470,SP2,"That was scary
"
471,SP1,"Long story
"
472,SP2,"because I don't think you have rabies like also like wasn't deep enou gh that like you should be worried
"
473,SP1,"Yeah
"
474,SP2,"And you're like crazy drugs and you flushed out
"
475,SP1,"Yeah
"
476,SP1,"yeah
"
477,SP2,"But see you there what when the clinic was telling me that a woman
"
478,SP1,"can't believe it bit you
"
479,SP2,"A woman was in there earlier the monkeys you know like the capuchin monkeys
"
480,SP1,"yeah yeah yeah yeah
"
481,SP2,"the like you know
"
482,SP1,"yeah yeah yeah
"
483,SP2,"They're kind of scary
"
484,SP1,"Yeah
"
485,SP2,"because they're like not scared of people and they're really fast
"
486,SP1,"Yeah
"
487,SP1,"Of
"
488,SP2,"so Once we were in this like little outcropping of the reinforcing there's a table we were eating watermelon and cookies and stuff
"
489,SP1,"Yeah
"
490,SP1,"yeah
"
491,SP1,"Yeah
"
492,SP2,"And the kid was like near some trees and is holding a piece of watermelon
"
493,SP1,"The um
"
494,SP2,"A monkey came pushed his hands to the watermelon fell out grabbed it in midair and went on
"
495,SP1,"Me
"
496,SP2,"Yeah
"
497,SP1,"Bath soap body
"
498,SP2,"But
"
499,SP2,"they're really aggressive and they're not like if y ou give them food the like take it the like bite your hand and then take &laug hs it
"
500,SP1,"Yeah
"
501,SP1,"yeah
"
502,SP1,"yeah
"
503,SP2,"And they most definitely always have rave he's
"
504,SP1,"However he my god
"
505,SP2,"Like they always carry it
"
506,SP1,"oh my god
"
507,SP2,"so this woman pleasant politic  and she had her how he's
"
508,SP2,"I did see her but the woman who was tending to me told me that had tried to give the capuchin monkeys some water mess
"
509,SP2,"Like jumped under it just like
"
510,SP1,"Dole
"
511,SP2,"bit the shit out of her
"
512,SP1,"Uhm thing
"
513,SP2,"And she had to confirm Scott for sure because she most definitely have contracts and freebies from the monkey
"
514,SP1,"oh my god is that sucks that's
"
515,SP2,"yeah
"
516,SP1,"really bad
"
517,SP2,"yeah
"
518,SP1,"I like we had a run in with ra bies I have to say
"
519,SP2,"Right right I wouldn't recommend it
"
520,SP1,"haven't had that
"
521,SP1,"with its so weird we both had the tissue paper
"
522,SP1,"so cool
"
523,SP2,"um
"
524,SP2,"What else happened a good streak a
"
525,SP2,"it was like amazing oh so I went back this last winter
"
526,SP1,"yeah
"
527,SP2,"was it
"
528,SP2,"I'm like thinking
"
529,SP1,"mm yeah
"
530,SP1,"I'm also fixing my hair
"
531,SP1,"mhm
"
532,SP2,"I t̲h̲ink it was this last winter
"
533,SP1,"yeah
"
534,SP2,"I went with so that was school
"
535,SP1,"I'll have a s̲i̲p
"
536,SP2,"I went with f̲
"
537,SP1,"mhm
"
538,SP2,"and it was really fu̲
"
539,SP1,"yeah
"
540,SP2,"and we just stayed in o̲
"
541,SP1,"mhm
"
542,SP2,"and they were like okay this area is like k̲n̲own to have this one snake but we track this certain snake
"
543,SP1,"yeah
"
544,SP2,"because it's called a ferdelance and it's the most venomous snake in a̲ll
"
545,SP1,"that's crazy
"
546,SP2,"and I don't I don't know French but lance is like lance you know
"
547,SP2,"like they strike s
"
548,SP1,"but Imean
"
549,SP2,"w
"
550,SP2,"where it's like you got twenty feet you like say your last words you have like twenty feet you're like you're o̲ut of there like
"
551,SP1,"w
"
552,SP2,"it's like one of those
"
553,SP1,"s
"
554,SP2,"like real bad snake
"
555,SP1,"did i did it happen oh okay
"
556,SP2,"but we were on our hike
"
557,SP1,"yeah
"
558,SP2,"and he's like a th we you have to go a guide because like snakes
"
559,SP1,"yeah
"
560,SP2,"and he was like wait
"
561,SP1,"ferdelance
"
562,SP2,"and there was a ferdelance coiled like coiled
"
563,SP2,"clicks tongue
"
564,SP1,"right
"
565,SP2,"and
"
566,SP2,"It wasjust there
"
567,SP1,"b
"
568,SP1,"what did you d̲o just walk away
"
569,SP2,"uh I̲ had a panic attack
"
570,SP1,"oh
"
571,SP2,"and I'd I've never had a panic attack before̲a̲
"
572,SP1,"yeah yeah yeah yeah yeah
"
573,SP1,"I mean yeah you could have died
"
574,SP2,"because it wasn't a situation where it was like oh if the snake bites you it's like oo you gotta go to the hospital
"
575,SP1,"yeah
"
576,SP2,"it's like you die
"
577,SP1,"oo you die yeah
"
578,SP2,"and like that's crazy and I'm like
"
579,SP1,"yeah
"
580,SP2,"is continuing with this hike like w̲orth the risk of possibly dying
"
581,SP1,"dying
"
582,SP2,"like probably not and Istarted c I was like
"
583,SP1,"probably not
"
584,SP1,"no yeah I wouldadone the same thing
"
585,SP2,"like
"
586,SP2,"it was a lot
"
587,SP1,"yeah
"
588,SP1,"yeah
"
589,SP2,"so we cl climbed around the snake
"
590,SP1,"huh
"
591,SP2,"like it was here there was a trail
"
592,SP1,"yeah
"
593,SP1,"but how do you know there's not others up there
"
594,SP2,"exactly
"
595,SP1,"yeah
"
596,SP2,"they were like l let's just climb around it I'm like hey
"
597,SP1,"hey
"
598,SP2,"we see one snake and he's visible
"
599,SP1,"yeah
"
600,SP1,"yeah
"
601,SP2,"there could be o̲
"
602,SP1,"yeah
"
603,SP2,"ynder this tree
"
604,SP1,"yes
"
605,SP2,"but also like that goes w with like everything the whole country could be coverd in snakes
"
606,SP1,"yeah
"
607,SP2,"you know
"
608,SP1,"I w̲ould have t̲
"
609,SP2,"I w̲anted to
"
610,SP1,"yeah
"
611,SP2,"nut my dad was like no we gotta keep going I'm
"
612,SP1,"oh your dad was there
"
613,SP2,"yeah
"
614,SP1,"oh
"
615,SP2,"it wasn't me alone
"
616,SP1,"I thought like it was a s̲c̲hool trip you said oh no this is winter
"
617,SP2,"this is the second time yeah
"
618,SP1,"okay yeah yeah yeah
"
619,SP2,"um
"
620,SP2,"size of a spooky
"
621,SP1,"that was spooky
"
622,SP1,"Well I feel like I went
"
623,SP2,"Yeah do you like to see it
"
624,SP1,"I like to feel like I was there in
"
625,SP2,"mhm
"
626,SP2,"The trauma
"
627,SP1,"The area um saw that's real scary
"
628,SP1,"it's not crazy though
"
629,SP2,"At
"
630,SP2,"But also like rationally scary
"
631,SP1,"no like yeah
"
632,SP2,"like I feel like my response wasn't like now what um lake
"
633,SP1,"Yeah
"
634,SP2,"I'm also not scared of snakes
"
635,SP1,"n same
"
636,SP2,"like I like snakes
"
637,SP1,"I just don't want to die
"
638,SP2,"But maybe not ones that kill you
"
639,SP1,"Yeah
"
640,SP1,"yeah yeah yeah about two dot zero six at all &la ughs which is interesting
"
641,SP2,"mm mm
"
642,SP2,"I like cut on pets
"
643,SP1,"I can so see that
"
644,SP2,"mhm
"
645,SP1,"I can I can see you at the stake &laug hs not the bad kind
"
646,SP2,"Just like
"
647,SP2,"The cut
"
648,SP1,"just like just like
"
649,SP2,"leg not moving much
"
650,SP1,"Yeah
"
651,SP1,"yeah
"
652,SP2,"eating every week once
"
653,SP1,"just like
"
654,SP1,"yeah
"
655,SP1,"yeah
"
656,SP2,"Just
"
657,SP1,"About us
"
658,SP1,"He thought
"
659,SP1,"Uhm
"
660,SP2,"What else what's like the craziest travel experience you've had
"
661,SP2,"I feel like those were mine
"
662,SP1,"the craziest all
"
663,SP1,"oo sick
"
664,SP1,"okay
"
